"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|PT","28.03.2024 22:00 - 28.03.2024 23:00 (CET/CEST)","371","n/e","n/e","184","0","n/e","n/e","n/e","n/e","1130","138","2075","823","n/e","n/e","28","n/e","0","n/e","11","3933"
"BZN|PT","28.03.2024 23:00 - 29.03.2024 00:00 (CET/CEST)","376","n/e","n/e","180","0","n/e","n/e","n/e","n/e","857","122","2147","947","n/e","n/e","29","n/e","0","n/e","13","3425"
"BZN|PT","29.03.2024 00:00 - 29.03.2024 01:00 (CET/CEST)","381","n/e","n/e","179","0","n/e","n/e","n/e","n/e","1380","416","1538","935","n/e","n/e","31","n/e","0","n/e","16","2753"
"BZN|PT","29.03.2024 01:00 - 29.03.2024 02:00 (CET/CEST)","374","n/e","n/e","122","0","n/e","n/e","n/e","n/e","1244","571","1437","884","n/e","n/e","30","n/e","0","n/e","13","2247"
"BZN|PT","29.03.2024 02:00 - 29.03.2024 03:00 (CET/CEST)","371","n/e","n/e","120","0","n/e","n/e","n/e","n/e","760","982","1505","985","n/e","n/e","28","n/e","0","n/e","16","2224"
"BZN|PT","29.03.2024 03:00 - 29.03.2024 04:00 (CET/CEST)","374","n/e","n/e","121","0","n/e","n/e","n/e","n/e","405","1359","1411","988","n/e","n/e","27","n/e","0","n/e","20","2032"
"BZN|PT","29.03.2024 04:00 - 29.03.2024 05:00 (CET/CEST)","368","n/e","n/e","120","0","n/e","n/e","n/e","n/e","726","1147","1537","1009","n/e","n/e","27","n/e","0","n/e","16","1678"
"BZN|PT","29.03.2024 05:00 - 29.03.2024 06:00 (CET/CEST)","367","n/e","n/e","116","0","n/e","n/e","n/e","n/e","767","240","1537","1033","n/e","n/e","27","n/e","0","n/e","17","1361"
"BZN|PT","29.03.2024 06:00 - 29.03.2024 07:00 (CET/CEST)","359","n/e","n/e","113","0","n/e","n/e","n/e","n/e","1069","224","1715","1105","n/e","n/e","28","n/e","0","n/e","13","1189"
"BZN|PT","29.03.2024 07:00 - 29.03.2024 08:00 (CET/CEST)","362","n/e","n/e","112","0","n/e","n/e","n/e","n/e","917","225","1698","1186","n/e","n/e","28","n/e","6","n/e","9","1039"
"BZN|PT","29.03.2024 08:00 - 29.03.2024 09:00 (CET/CEST)","362","n/e","n/e","132","0","n/e","n/e","n/e","n/e","1054","410","1469","1187","n/e","n/e","28","n/e","120","n/e","5","743"
"BZN|PT","29.03.2024 09:00 - 29.03.2024 10:00 (CET/CEST)","366","n/e","n/e","139","0","n/e","n/e","n/e","n/e","966","459","1330","865","n/e","n/e","28","n/e","519","n/e","6","540"
"BZN|PT","29.03.2024 10:00 - 29.03.2024 11:00 (CET/CEST)","366","n/e","n/e","144","0","n/e","n/e","n/e","n/e","1118","460","1321","918","n/e","n/e","27","n/e","1027","n/e","4","454"
"BZN|PT","29.03.2024 11:00 - 29.03.2024 12:00 (CET/CEST)","367","n/e","n/e","143","0","n/e","n/e","n/e","n/e","910","513","1177","900","n/e","n/e","27","n/e","1474","n/e","5","536"
"BZN|PT","29.03.2024 12:00 - 29.03.2024 13:00 (CET/CEST)","365","n/e","n/e","143","0","n/e","n/e","n/e","n/e","748","569","1371","923","n/e","n/e","27","n/e","1531","n/e","8","686"
"BZN|PT","29.03.2024 13:00 - 29.03.2024 14:00 (CET/CEST)","364","n/e","n/e","144","0","n/e","n/e","n/e","n/e","361","1071","1350","915","n/e","n/e","27","n/e","1564","n/e","5","1125"
"BZN|PT","29.03.2024 14:00 - 29.03.2024 15:00 (CET/CEST)","365","n/e","n/e","144","0","n/e","n/e","n/e","n/e","453","1249","1410","959","n/e","n/e","27","n/e","1437","n/e","3","1299"
"BZN|PT","29.03.2024 15:00 - 29.03.2024 16:00 (CET/CEST)","367","n/e","n/e","173","0","n/e","n/e","n/e","n/e","514","1166","1211","730","n/e","n/e","27","n/e","1012","n/e","1","1457"
"BZN|PT","29.03.2024 16:00 - 29.03.2024 17:00 (CET/CEST)","361","n/e","n/e","320","0","n/e","n/e","n/e","n/e","472","852","1083","690","n/e","n/e","27","n/e","692","n/e","2","1398"
"BZN|PT","29.03.2024 17:00 - 29.03.2024 18:00 (CET/CEST)","367","n/e","n/e","448","0","n/e","n/e","n/e","n/e","490","914","1111","667","n/e","n/e","28","n/e","395","n/e","1","1636"
"BZN|PT","29.03.2024 18:00 - 29.03.2024 19:00 (CET/CEST)","367","n/e","n/e","659","0","n/e","n/e","n/e","n/e","1395","376","1858","934","n/e","n/e","27","n/e","228","n/e","2","1587"
"BZN|PT","29.03.2024 19:00 - 29.03.2024 20:00 (CET/CEST)","364","n/e","n/e","764","0","n/e","n/e","n/e","n/e","1993","23","2377","984","n/e","n/e","28","n/e","44","n/e","11","1817"
"BZN|PT","29.03.2024 20:00 - 29.03.2024 21:00 (CET/CEST)","358","n/e","n/e","760","0","n/e","n/e","n/e","n/e","2333","1","2392","1295","n/e","n/e","28","n/e","0","n/e","7","1824"
"BZN|PT","29.03.2024 21:00 - 29.03.2024 22:00 (CET/CEST)","351","n/e","n/e","757","0","n/e","n/e","n/e","n/e","2615","1","2490","1197","n/e","n/e","27","n/e","0","n/e","1","1734"
"BZN|PT","29.03.2024 22:00 - 29.03.2024 23:00 (CET/CEST)","352","n/e","n/e","761","0","n/e","n/e","n/e","n/e","2344","1","2511","1167","n/e","n/e","27","n/e","0","n/e","4","1906"
"BZN|PT","29.03.2024 23:00 - 30.03.2024 00:00 (CET/CEST)","353","n/e","n/e","544","0","n/e","n/e","n/e","n/e","2629","1","2413","1034","n/e","n/e","29","n/e","0","n/e","8","1816"
"BZN|PT","30.03.2024 00:00 - 30.03.2024 01:00 (CET/CEST)","355","n/e","n/e","181","0","n/e","n/e","n/e","n/e","2954","1","2285","1326","n/e","n/e","29","n/e","0","n/e","5","1715"
"BZN|PT","30.03.2024 01:00 - 30.03.2024 02:00 (CET/CEST)","350","n/e","n/e","111","0","n/e","n/e","n/e","n/e","2529","1","1597","1233","n/e","n/e","28","n/e","0","n/e","6","1725"
"BZN|PT","30.03.2024 02:00 - 30.03.2024 03:00 (CET/CEST)","345","n/e","n/e","110","0","n/e","n/e","n/e","n/e","1463","7","1679","1168","n/e","n/e","28","n/e","0","n/e","4","1854"
"BZN|PT","30.03.2024 03:00 - 30.03.2024 04:00 (CET/CEST)","345","n/e","n/e","110","0","n/e","n/e","n/e","n/e","952","225","1690","1008","n/e","n/e","27","n/e","0","n/e","3","1823"
"BZN|PT","30.03.2024 04:00 - 30.03.2024 05:00 (CET/CEST)","345","n/e","n/e","110","0","n/e","n/e","n/e","n/e","1033","265","1785","996","n/e","n/e","26","n/e","0","n/e","4","1783"
"BZN|PT","30.03.2024 05:00 - 30.03.2024 06:00 (CET/CEST)","341","n/e","n/e","111","0","n/e","n/e","n/e","n/e","1326","223","1800","997","n/e","n/e","26","n/e","0","n/e","2","1652"
"BZN|PT","30.03.2024 06:00 - 30.03.2024 07:00 (CET/CEST)","344","n/e","n/e","109","0","n/e","n/e","n/e","n/e","2055","2","1722","1027","n/e","n/e","26","n/e","0","n/e","2","1437"
"BZN|PT","30.03.2024 07:00 - 30.03.2024 08:00 (CET/CEST)","339","n/e","n/e","109","0","n/e","n/e","n/e","n/e","1811","1","1682","1066","n/e","n/e","27","n/e","14","n/e","3","1485"
"BZN|PT","30.03.2024 08:00 - 30.03.2024 09:00 (CET/CEST)","337","n/e","n/e","107","0","n/e","n/e","n/e","n/e","1274","382","1652","969","n/e","n/e","25","n/e","125","n/e","4","1656"
"BZN|PT","30.03.2024 09:00 - 30.03.2024 10:00 (CET/CEST)","337","n/e","n/e","109","0","n/e","n/e","n/e","n/e","1258","892","1685","950","n/e","n/e","22","n/e","208","n/e","3","1743"
"BZN|PT","30.03.2024 10:00 - 30.03.2024 11:00 (CET/CEST)","337","n/e","n/e","117","0","n/e","n/e","n/e","n/e","684","1017","1422","888","n/e","n/e","22","n/e","412","n/e","6","1883"
"BZN|PT","30.03.2024 11:00 - 30.03.2024 12:00 (CET/CEST)","341","n/e","n/e","132","0","n/e","n/e","n/e","n/e","291","1321","1332","792","n/e","n/e","21","n/e","938","n/e","4","2003"
"BZN|PT","30.03.2024 12:00 - 30.03.2024 13:00 (CET/CEST)","343","n/e","n/e","133","0","n/e","n/e","n/e","n/e","464","1524","1433","871","n/e","n/e","22","n/e","1216","n/e","9","2124"
"BZN|PT","30.03.2024 13:00 - 30.03.2024 14:00 (CET/CEST)","348","n/e","n/e","131","0","n/e","n/e","n/e","n/e","1092","1248","1542","919","n/e","n/e","21","n/e","1153","n/e","4","1925"
"BZN|PT","30.03.2024 14:00 - 30.03.2024 15:00 (CET/CEST)","350","n/e","n/e","233","0","n/e","n/e","n/e","n/e","774","1270","1483","831","n/e","n/e","22","n/e","1171","n/e","4","1951"
"BZN|PT","30.03.2024 15:00 - 30.03.2024 16:00 (CET/CEST)","350","n/e","n/e","310","0","n/e","n/e","n/e","n/e","684","1261","1374","652","n/e","n/e","21","n/e","1162","n/e","3","1937"
"BZN|PT","30.03.2024 16:00 - 30.03.2024 17:00 (CET/CEST)","350","n/e","n/e","412","0","n/e","n/e","n/e","n/e","663","1001","1446","694","n/e","n/e","22","n/e","865","n/e","2","1829"
"BZN|PT","30.03.2024 17:00 - 30.03.2024 18:00 (CET/CEST)","349","n/e","n/e","515","0","n/e","n/e","n/e","n/e","1157","448","1459","684","n/e","n/e","22","n/e","679","n/e","5","1694"
"BZN|PT","30.03.2024 18:00 - 30.03.2024 19:00 (CET/CEST)","346","n/e","n/e","840","0","n/e","n/e","n/e","n/e","1756","652","2022","690","n/e","n/e","21","n/e","416","n/e","2","1797"
"BZN|PT","30.03.2024 19:00 - 30.03.2024 20:00 (CET/CEST)","351","n/e","n/e","853","0","n/e","n/e","n/e","n/e","2302","10","2250","1115","n/e","n/e","21","n/e","54","n/e","3","1751"
"BZN|PT","30.03.2024 20:00 - 30.03.2024 21:00 (CET/CEST)","355","n/e","n/e","857","0","n/e","n/e","n/e","n/e","2465","1","2352","1250","n/e","n/e","21","n/e","0","n/e","3","1675"
"BZN|PT","30.03.2024 21:00 - 30.03.2024 22:00 (CET/CEST)","356","n/e","n/e","857","0","n/e","n/e","n/e","n/e","2639","1","2416","1306","n/e","n/e","21","n/e","0","n/e","2","1305"
"BZN|PT","30.03.2024 22:00 - 30.03.2024 23:00 (CET/CEST)","350","n/e","n/e","738","0","n/e","n/e","n/e","n/e","2408","1","2342","1073","n/e","n/e","20","n/e","0","n/e","2","1260"
"BZN|PT","30.03.2024 23:00 - 31.03.2024 00:00 (CET/CEST)","353","n/e","n/e","174","0","n/e","n/e","n/e","n/e","2288","129","2010","978","n/e","n/e","21","n/e","0","n/e","1","1270"
"BZN|PT","31.03.2024 00:00 - 31.03.2024 01:00 (CET/CEST)","354","n/e","n/e","106","0","n/e","n/e","n/e","n/e","1556","184","2292","868","n/e","n/e","23","n/e","0","n/e","1","1235"
"BZN|PT","31.03.2024 01:00 - 31.03.2024 02:00 (CET/CEST)","353","n/e","n/e","106","0","n/e","n/e","n/e","n/e","1162","390","1542","1031","n/e","n/e","25","n/e","0","n/e","0","1101"
"BZN|PT","31.03.2024 02:00 - 31.03.2024 03:00 (CET/CEST)","","","","","","","","","","","","","","","","","","","","",""
"BZN|PT","31.03.2024 03:00 - 31.03.2024 04:00 (CET/CEST)","341","n/e","n/e","105","0","n/e","n/e","n/e","n/e","629","1112","1484","1002","n/e","n/e","24","n/e","0","n/e","3","1029"
"BZN|PT","31.03.2024 04:00 - 31.03.2024 05:00 (CET/CEST)","352","n/e","n/e","104","0","n/e","n/e","n/e","n/e","429","1153","1449","876","n/e","n/e","24","n/e","0","n/e","7","920"
"BZN|PT","31.03.2024 05:00 - 31.03.2024 06:00 (CET/CEST)","347","n/e","n/e","105","0","n/e","n/e","n/e","n/e","592","1140","1543","952","n/e","n/e","22","n/e","0","n/e","11","724"
"BZN|PT","31.03.2024 06:00 - 31.03.2024 07:00 (CET/CEST)","343","n/e","n/e","104","0","n/e","n/e","n/e","n/e","718","914","1612","960","n/e","n/e","21","n/e","0","n/e","6","685"
"BZN|PT","31.03.2024 07:00 - 31.03.2024 08:00 (CET/CEST)","335","n/e","n/e","104","0","n/e","n/e","n/e","n/e","780","963","1711","933","n/e","n/e","23","n/e","0","n/e","2","763"
"BZN|PT","31.03.2024 08:00 - 31.03.2024 09:00 (CET/CEST)","339","n/e","n/e","104","0","n/e","n/e","n/e","n/e","1103","1041","1882","943","n/e","n/e","24","n/e","10","n/e","5","736"
"BZN|PT","31.03.2024 09:00 - 31.03.2024 10:00 (CET/CEST)","344","n/e","n/e","107","0","n/e","n/e","n/e","n/e","944","1038","2049","938","n/e","n/e","23","n/e","160","n/e","6","718"
"BZN|PT","31.03.2024 10:00 - 31.03.2024 11:00 (CET/CEST)","339","n/e","n/e","107","0","n/e","n/e","n/e","n/e","1159","803","2317","937","n/e","n/e","24","n/e","501","n/e","7","802"
"BZN|PT","31.03.2024 11:00 - 31.03.2024 12:00 (CET/CEST)","336","n/e","n/e","105","0","n/e","n/e","n/e","n/e","1598","806","2182","929","n/e","n/e","24","n/e","887","n/e","8","934"
"BZN|PT","31.03.2024 12:00 - 31.03.2024 13:00 (CET/CEST)","333","n/e","n/e","104","0","n/e","n/e","n/e","n/e","435","800","1974","703","n/e","n/e","24","n/e","1140","n/e","4","1233"
"BZN|PT","31.03.2024 13:00 - 31.03.2024 14:00 (CET/CEST)","336","n/e","n/e","104","0","n/e","n/e","n/e","n/e","331","1164","1323","598","n/e","n/e","24","n/e","1371","n/e","4","1593"
"BZN|PT","31.03.2024 14:00 - 31.03.2024 15:00 (CET/CEST)","340","n/e","n/e","103","0","n/e","n/e","n/e","n/e","269","1380","1021","445","n/e","n/e","25","n/e","1443","n/e","5","1994"
"BZN|PT","31.03.2024 15:00 - 31.03.2024 16:00 (CET/CEST)","340","n/e","n/e","105","0","n/e","n/e","n/e","n/e","236","2137","740","327","n/e","n/e","24","n/e","1402","n/e","7","2446"
"BZN|PT","31.03.2024 16:00 - 31.03.2024 17:00 (CET/CEST)","335","n/e","n/e","106","0","n/e","n/e","n/e","n/e","187","1880","935","306","n/e","n/e","25","n/e","1347","n/e","8","2613"
"BZN|PT","31.03.2024 17:00 - 31.03.2024 18:00 (CET/CEST)","329","n/e","n/e","103","0","n/e","n/e","n/e","n/e","193","2225","1003","320","n/e","n/e","24","n/e","1053","n/e","11","2242"
"BZN|PT","31.03.2024 18:00 - 31.03.2024 19:00 (CET/CEST)","337","n/e","n/e","103","0","n/e","n/e","n/e","n/e","186","1682","1028","283","n/e","n/e","24","n/e","896","n/e","12","2337"
"BZN|PT","31.03.2024 19:00 - 31.03.2024 20:00 (CET/CEST)","339","n/e","n/e","102","0","n/e","n/e","n/e","n/e","314","1231","1386","445","n/e","n/e","24","n/e","464","n/e","14","2538"
"BZN|PT","31.03.2024 20:00 - 31.03.2024 21:00 (CET/CEST)","340","n/e","n/e","102","0","n/e","n/e","n/e","n/e","1395","2","2000","816","n/e","n/e","24","n/e","66","n/e","12","2481"
"BZN|PT","31.03.2024 21:00 - 31.03.2024 22:00 (CET/CEST)","340","n/e","n/e","103","0","n/e","n/e","n/e","n/e","1729","1","2312","1287","n/e","n/e","24","n/e","0","n/e","15","2575"
"BZN|PT","31.03.2024 22:00 - 31.03.2024 23:00 (CET/CEST)","342","n/e","n/e","103","0","n/e","n/e","n/e","n/e","1541","51","2503","1024","n/e","n/e","24","n/e","0","n/e","12","2731"
"BZN|PT","31.03.2024 23:00 - 01.04.2024 00:00 (CET/CEST)","351","n/e","n/e","104","0","n/e","n/e","n/e","n/e","1642","15","2455","985","n/e","n/e","24","n/e","0","n/e","11","2793"
"BZN|PT","01.04.2024 00:00 - 01.04.2024 01:00 (CET/CEST)","348","n/e","n/e","104","0","n/e","n/e","n/e","n/e","1295","423","2188","750","n/e","n/e","24","n/e","0","n/e","11","2912"
"BZN|PT","01.04.2024 01:00 - 01.04.2024 02:00 (CET/CEST)","336","n/e","n/e","122","0","n/e","n/e","n/e","n/e","551","1143","1877","721","n/e","n/e","30","n/e","0","n/e","14","3032"
"BZN|PT","01.04.2024 02:00 - 01.04.2024 03:00 (CET/CEST)","338","n/e","n/e","123","0","n/e","n/e","n/e","n/e","515","1390","1874","349","n/e","n/e","30","n/e","0","n/e","13","2959"
"BZN|PT","01.04.2024 03:00 - 01.04.2024 04:00 (CET/CEST)","335","n/e","n/e","125","0","n/e","n/e","n/e","n/e","530","1567","1563","377","n/e","n/e","30","n/e","0","n/e","12","3204"
"BZN|PT","01.04.2024 04:00 - 01.04.2024 05:00 (CET/CEST)","334","n/e","n/e","122","0","n/e","n/e","n/e","n/e","592","1859","1587","542","n/e","n/e","29","n/e","0","n/e","16","3296"
"BZN|PT","01.04.2024 05:00 - 01.04.2024 06:00 (CET/CEST)","334","n/e","n/e","123","0","n/e","n/e","n/e","n/e","592","1888","1736","554","n/e","n/e","29","n/e","0","n/e","16","3200"
"BZN|PT","01.04.2024 06:00 - 01.04.2024 07:00 (CET/CEST)","332","n/e","n/e","122","0","n/e","n/e","n/e","n/e","609","1272","1882","757","n/e","n/e","29","n/e","0","n/e","16","3403"
"BZN|PT","01.04.2024 07:00 - 01.04.2024 08:00 (CET/CEST)","332","n/e","n/e","131","0","n/e","n/e","n/e","n/e","820","500","2227","800","n/e","n/e","29","n/e","0","n/e","17","3334"
"BZN|PT","01.04.2024 08:00 - 01.04.2024 09:00 (CET/CEST)","333","n/e","n/e","168","0","n/e","n/e","n/e","n/e","789","453","2267","867","n/e","n/e","29","n/e","43","n/e","16","3167"
"BZN|PT","01.04.2024 09:00 - 01.04.2024 10:00 (CET/CEST)","331","n/e","n/e","182","0","n/e","n/e","n/e","n/e","324","1424","1918","656","n/e","n/e","30","n/e","530","n/e","17","3093"
"BZN|PT","01.04.2024 10:00 - 01.04.2024 11:00 (CET/CEST)","335","n/e","n/e","185","0","n/e","n/e","n/e","n/e","326","1220","1404","577","n/e","n/e","30","n/e","1161","n/e","15","2834"
"BZN|PT","01.04.2024 11:00 - 01.04.2024 12:00 (CET/CEST)","326","n/e","n/e","187","0","n/e","n/e","n/e","n/e","137","1690","1058","428","n/e","n/e","30","n/e","1610","n/e","12","3024"
"BZN|PT","01.04.2024 12:00 - 01.04.2024 13:00 (CET/CEST)","310","n/e","n/e","190","0","n/e","n/e","n/e","n/e","128","1898","1004","402","n/e","n/e","29","n/e","1674","n/e","14","3182"
"BZN|PT","01.04.2024 13:00 - 01.04.2024 14:00 (CET/CEST)","311","n/e","n/e","184","0","n/e","n/e","n/e","n/e","128","1913","1079","390","n/e","n/e","29","n/e","1538","n/e","2","3385"
"BZN|PT","01.04.2024 14:00 - 01.04.2024 15:00 (CET/CEST)","331","n/e","n/e","183","0","n/e","n/e","n/e","n/e","128","2201","1219","383","n/e","n/e","29","n/e","1523","n/e","8","3427"
"BZN|PT","01.04.2024 15:00 - 01.04.2024 16:00 (CET/CEST)","326","n/e","n/e","184","0","n/e","n/e","n/e","n/e","128","2300","914","393","n/e","n/e","29","n/e","1569","n/e","16","3506"
"BZN|PT","01.04.2024 16:00 - 01.04.2024 17:00 (CET/CEST)","-","n/e","n/e","-","-","n/e","n/e","n/e","n/e","-","-","-","-","n/e","n/e","-","n/e","-","n/e","-","-"
"BZN|PT","01.04.2024 17:00 - 01.04.2024 18:00 (CET/CEST)","-","n/e","n/e","-","-","n/e","n/e","n/e","n/e","-","-","-","-","n/e","n/e","-","n/e","-","n/e","-","-"
"BZN|PT","01.04.2024 18:00 - 01.04.2024 19:00 (CET/CEST)","-","n/e","n/e","-","-","n/e","n/e","n/e","n/e","-","-","-","-","n/e","n/e","-","n/e","-","n/e","-","-"
"BZN|PT","01.04.2024 19:00 - 01.04.2024 20:00 (CET/CEST)","-","n/e","n/e","-","-","n/e","n/e","n/e","n/e","-","-","-","-","n/e","n/e","-","n/e","-","n/e","-","-"
"BZN|PT","01.04.2024 20:00 - 01.04.2024 21:00 (CET/CEST)","-","n/e","n/e","-","-","n/e","n/e","n/e","n/e","-","-","-","-","n/e","n/e","-","n/e","-","n/e","-","-"
"BZN|PT","01.04.2024 21:00 - 01.04.2024 22:00 (CET/CEST)","-","n/e","n/e","-","-","n/e","n/e","n/e","n/e","-","-","-","-","n/e","n/e","-","n/e","-","n/e","-","-"
"BZN|PT","01.04.2024 22:00 - 01.04.2024 23:00 (CET/CEST)","-","n/e","n/e","-","-","n/e","n/e","n/e","n/e","-","-","-","-","n/e","n/e","-","n/e","-","n/e","-","-"
"BZN|PT","01.04.2024 23:00 - 02.04.2024 00:00 (CET/CEST)","-","n/e","n/e","-","-","n/e","n/e","n/e","n/e","-","-","-","-","n/e","n/e","-","n/e","-","n/e","-","-"
"BZN|PT","02.04.2024 00:00 - 02.04.2024 01:00 (CET/CEST)","-","n/e","n/e","-","-","n/e","n/e","n/e","n/e","-","-","-","-","n/e","n/e","-","n/e","-","n/e","-","-"
"BZN|PT","02.04.2024 01:00 - 02.04.2024 02:00 (CET/CEST)","-","n/e","n/e","-","-","n/e","n/e","n/e","n/e","-","-","-","-","n/e","n/e","-","n/e","-","n/e","-","-"
"BZN|PT","02.04.2024 02:00 - 02.04.2024 03:00 (CET/CEST)","-","n/e","n/e","-","-","n/e","n/e","n/e","n/e","-","-","-","-","n/e","n/e","-","n/e","-","n/e","-","-"
"BZN|PT","02.04.2024 03:00 - 02.04.2024 04:00 (CET/CEST)","-","n/e","n/e","-","-","n/e","n/e","n/e","n/e","-","-","-","-","n/e","n/e","-","n/e","-","n/e","-","-"
"BZN|PT","02.04.2024 04:00 - 02.04.2024 05:00 (CET/CEST)","-","n/e","n/e","-","-","n/e","n/e","n/e","n/e","-","-","-","-","n/e","n/e","-","n/e","-","n/e","-","-"
"BZN|PT","02.04.2024 05:00 - 02.04.2024 06:00 (CET/CEST)","-","n/e","n/e","-","-","n/e","n/e","n/e","n/e","-","-","-","-","n/e","n/e","-","n/e","-","n/e","-","-"
"BZN|PT","02.04.2024 06:00 - 02.04.2024 07:00 (CET/CEST)","-","n/e","n/e","-","-","n/e","n/e","n/e","n/e","-","-","-","-","n/e","n/e","-","n/e","-","n/e","-","-"
"BZN|PT","02.04.2024 07:00 - 02.04.2024 08:00 (CET/CEST)","-","n/e","n/e","-","-","n/e","n/e","n/e","n/e","-","-","-","-","n/e","n/e","-","n/e","-","n/e","-","-"
"BZN|PT","02.04.2024 08:00 - 02.04.2024 09:00 (CET/CEST)","-","n/e","n/e","-","-","n/e","n/e","n/e","n/e","-","-","-","-","n/e","n/e","-","n/e","-","n/e","-","-"
"BZN|PT","02.04.2024 09:00 - 02.04.2024 10:00 (CET/CEST)","-","n/e","n/e","-","-","n/e","n/e","n/e","n/e","-","-","-","-","n/e","n/e","-","n/e","-","n/e","-","-"
"BZN|PT","02.04.2024 10:00 - 02.04.2024 11:00 (CET/CEST)","-","n/e","n/e","-","-","n/e","n/e","n/e","n/e","-","-","-","-","n/e","n/e","-","n/e","-","n/e","-","-"
"BZN|PT","02.04.2024 11:00 - 02.04.2024 12:00 (CET/CEST)","-","n/e","n/e","-","-","n/e","n/e","n/e","n/e","-","-","-","-","n/e","n/e","-","n/e","-","n/e","-","-"
"BZN|PT","02.04.2024 12:00 - 02.04.2024 13:00 (CET/CEST)","-","n/e","n/e","-","-","n/e","n/e","n/e","n/e","-","-","-","-","n/e","n/e","-","n/e","-","n/e","-","-"
"BZN|PT","02.04.2024 13:00 - 02.04.2024 14:00 (CET/CEST)","-","n/e","n/e","-","-","n/e","n/e","n/e","n/e","-","-","-","-","n/e","n/e","-","n/e","-","n/e","-","-"
"BZN|PT","02.04.2024 14:00 - 02.04.2024 15:00 (CET/CEST)","-","n/e","n/e","-","-","n/e","n/e","n/e","n/e","-","-","-","-","n/e","n/e","-","n/e","-","n/e","-","-"
"BZN|PT","02.04.2024 15:00 - 02.04.2024 16:00 (CET/CEST)","-","n/e","n/e","-","-","n/e","n/e","n/e","n/e","-","-","-","-","n/e","n/e","-","n/e","-","n/e","-","-"
"BZN|PT","02.04.2024 16:00 - 02.04.2024 17:00 (CET/CEST)","-","n/e","n/e","-","-","n/e","n/e","n/e","n/e","-","-","-","-","n/e","n/e","-","n/e","-","n/e","-","-"
"BZN|PT","02.04.2024 17:00 - 02.04.2024 18:00 (CET/CEST)","-","n/e","n/e","-","-","n/e","n/e","n/e","n/e","-","-","-","-","n/e","n/e","-","n/e","-","n/e","-","-"
"BZN|PT","02.04.2024 18:00 - 02.04.2024 19:00 (CET/CEST)","-","n/e","n/e","-","-","n/e","n/e","n/e","n/e","-","-","-","-","n/e","n/e","-","n/e","-","n/e","-","-"
"BZN|PT","02.04.2024 19:00 - 02.04.2024 20:00 (CET/CEST)","-","n/e","n/e","-","-","n/e","n/e","n/e","n/e","-","-","-","-","n/e","n/e","-","n/e","-","n/e","-","-"
"BZN|PT","02.04.2024 20:00 - 02.04.2024 21:00 (CET/CEST)","-","n/e","n/e","-","-","n/e","n/e","n/e","n/e","-","-","-","-","n/e","n/e","-","n/e","-","n/e","-","-"
"BZN|PT","02.04.2024 21:00 - 02.04.2024 22:00 (CET/CEST)","-","n/e","n/e","-","-","n/e","n/e","n/e","n/e","-","-","-","-","n/e","n/e","-","n/e","-","n/e","-","-"
"BZN|PT","02.04.2024 22:00 - 02.04.2024 23:00 (CET/CEST)","-","n/e","n/e","-","-","n/e","n/e","n/e","n/e","-","-","-","-","n/e","n/e","-","n/e","-","n/e","-","-"
"BZN|PT","02.04.2024 23:00 - 03.04.2024 00:00 (CET/CEST)","-","n/e","n/e","-","-","n/e","n/e","n/e","n/e","-","-","-","-","n/e","n/e","-","n/e","-","n/e","-","-"
"BZN|PT","03.04.2024 00:00 - 03.04.2024 01:00 (CET/CEST)","-","n/e","n/e","-","-","n/e","n/e","n/e","n/e","-","-","-","-","n/e","n/e","-","n/e","-","n/e","-","-"
"BZN|PT","03.04.2024 01:00 - 03.04.2024 02:00 (CET/CEST)","-","n/e","n/e","-","-","n/e","n/e","n/e","n/e","-","-","-","-","n/e","n/e","-","n/e","-","n/e","-","-"
"BZN|PT","03.04.2024 02:00 - 03.04.2024 03:00 (CET/CEST)","-","n/e","n/e","-","-","n/e","n/e","n/e","n/e","-","-","-","-","n/e","n/e","-","n/e","-","n/e","-","-"
"BZN|PT","03.04.2024 03:00 - 03.04.2024 04:00 (CET/CEST)","-","n/e","n/e","-","-","n/e","n/e","n/e","n/e","-","-","-","-","n/e","n/e","-","n/e","-","n/e","-","-"
"BZN|PT","03.04.2024 04:00 - 03.04.2024 05:00 (CET/CEST)","-","n/e","n/e","-","-","n/e","n/e","n/e","n/e","-","-","-","-","n/e","n/e","-","n/e","-","n/e","-","-"
